"account","activeCombinedSignalCount","activeNameSignalCount","activeSignalCount","combinedSignalCount","createdAt","defaultDisplayName","id","nameSignalCount","signalCount","signalingEfficiency","totalAverageCostBasisPerSignal","totalNameSignal","totalNameSignalAverageCostBasis","totalNameSignalledTokens","totalNameUnsignalledTokens","totalSignal","totalSignalAverageCostBasis","totalSignalledTokens","totalUnsignalledTokens","totalWithdrawnTokens","date_utc","date_time_utc"
NA,2,2,0,2,1626828849,NA,"0x4d83fc0f2c4436aa34266d0e389b1f48e4b867e2",2,0,"0","335.7923655206875173","1706411636582305144","573000000000000000000","573000000000000000000","0","1706411636582305144","573000000000000000000","573000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626813750,NA,"0x21f7db7daa3f03100eb6ad36f79e20972a79e6c0",1,0,"0","140.766450194308589072","426237927554316456","60000000000000000000","60000000000000000000","0","426237927554316456","60000000000000000000","60000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626804811,NA,"0xd0aee284d4b8ee835c3c4a9e78dc72d360ed453a",1,0,"0","348.33265156249367838","5741638032003967677","2000000000000000000000","2000000000000000000000","0","5741638032003967677","2000000000000000000000","2000000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626787294,NA,"0xcaa3a3c852442f06806170d137248bb21ddb0e1b",1,0,"0","297.960240887157127273","7005832741588955737","2087459611298977681936","2087459611298977681936","0","7005832741588955737","2087459611298977681936","2087459611298977681936","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626784917,NA,"0xdfe7cac7dfcadf23eeb7749d0abae4b2e5e211ba",1,0,"0","287.203643221874903495","3481849982061212473","1000000000000000000000","1000000000000000000000","0","3481849982061212473","1000000000000000000000","1000000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626773614,NA,"0x021c1a1ce318e7b4545f6280b248062592b71706",1,0,"0","199.023895023320470912","2512261153071157043","500000000000000000000","500000000000000000000","0","2512261153071157043","500000000000000000000","500000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626764094,NA,"0x8f7cae3e51bd832ee0e2cdb73de4723010acff5c",1,0,"0","493.052732420812269813","12149664290134617101","5990425176246441416822","5990425176246441416822","0","12149664290134617101","5990425176246441416822","5990425176246441416822","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626749904,NA,"0x306e558167a3397889a2beb6ce918c6b8be5b3dc",1,0,"0","285.727540591356001922","18899123230556949626","5400000000000000000000","5400000000000000000000","0","18899123230556949626","5400000000000000000000","5400000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,2,2,0,2,1626746812,NA,"0x5caba9c5aa0031f8ad79670365402a6823bacbe9",2,0,"0","521.797308634876160263","153316237313097015726","80000000000000000000000","80000000000000000000000","0","153316237313097015726","80000000000000000000000","80000000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626731808,NA,"0x088892a5e65b03a37e7864f7c17e54f6a0f5a1ee",1,0,"0","384.818709838743873761","1780058979686942497","685000000000000000000","685000000000000000000","0","1780058979686942497","685000000000000000000","685000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,3,3,0,3,1626730588,NA,"0xf6c0366cc3454c259b2d4864fa6bb3874e2590a5",3,0,"0","615.790308988444817481","194433914505035370129","119500000000000000000000","119500000000000000000000","0","194059565822498830040","119500000000000000000000","119500000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,2,2,0,3,1626666076,NA,"0x534a9ac3d3401f80800375680bded6a84137d296",3,0,"0","109.508316366482023173","69401121779333511802","7600000000000000000000","11300000000000000000000","3607500000000000000000","69401121779333511802","7600000000000000000000","11300000000000000000000","3607500000000000000000","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626648813,NA,"0x01ab07010c2f4bf5971537669cc19d5d8cf320a0",1,0,"0","759.240863356628933833","907909258712663773","685000000000000000000","685000000000000000000","0","902216981540735801.7641134577341131","684999999999999999999.2824747214303","685000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626632640,NA,"0xba74a8f28d08d9a1e92c0eb4424e3c7ed3f17e78",1,0,"0","472.695449116450688551","211552703092270605","100000000000000000000","100000000000000000000","0","211552703092270605","100000000000000000000","100000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626594377,NA,"0x57ef6458d77b5813ef722c050de66fe12439783c",1,0,"0","471.98184271083387008","484213542384125476","228540000000000000000","228540000000000000000","0","484213542384125476","228540000000000000000","228540000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,0,0,0,3,1626578441,NA,"0x5991a31ab4095cb5470a5bd532e02568393b06d5",3,0,"0","0","0","0","1170249999999999999829","1140993749999999999684","0","0","1170249999999999999829","1140993749999999999684","0",2021-07-21,"2021-07-21 02:00:05"
NA,4,4,0,4,1626568575,NA,"0xd4e0180b9a0b0c8c963472f0c9ff02a6fbffa398",4,0,"0","42.44520824644086806","47119570915704124736","2000000000000000000000","2000000000000000000000","0","47119570915704124736","2000000000000000000000","2000000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626560739,NA,"0x27dfa6ba1dd770a675791c528d0346885cee982f",1,0,"0","235.179303888839457305","213945103632269507","50000000000000000000","50000000000000000000","0","212603741797080696","50000000000000000000","50000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626557970,NA,"0xecb363c3a4902fe7f43861300feb67404fa94be8",1,0,"0","1101.132180624371549904","136223427704152618","150000000000000000000","150000000000000000000","0","136223427704152618","150000000000000000000","150000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626476283,NA,"0x26728c8a86f9e2b440fef8339ab12c70eafa4456",1,0,"0","138.09549962568354877","76034338761660617883","10500000000000000000000","10500000000000000000000","0","76034338761660617883","10500000000000000000000","10500000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626465916,NA,"0x30eba9b8a2a504902b5145effae09cb273ce8ef7",1,0,"0","341.030686597055686187","14661437215202111","5000000000000000000","5000000000000000000","0","14661437215202111","5000000000000000000","5000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,4,4,0,11,1626462131,NA,"0x16079ab5ec309c30b558af65e439c64b137091f0",11,0,"0","55.995543033306671586","91078677404136832876","5100000000000000000000","7400000000000000000000","5919132165617999900015","91078677404136832876","5100000000000000000000","7400000000000000000000","5919132165617999900015","0",2021-07-21,"2021-07-21 02:00:05"
NA,8,8,0,17,1626450157,NA,"0x1a2da6102a5a4bca8bfa4b57e3236c52b2bd1342",17,0,"0","57.258908909162918514","370248061024569177334","21200000000000000000000","52700000000000000000000","30712500000000000000109","370248061024569177334","21200000000000000000000","52700000000000000000000","30712500000000000000109","97500000000000000000",2021-07-21,"2021-07-21 02:00:05"
NA,2,2,0,2,1626441342,NA,"0x8d5d013b906cee14d5cb0a4e930f1fdc4d7c124a",2,0,"0","378.006427982717075387","10052739103615827221","3800000000000000000000","3800000000000000000000","0","10052739103615827221","3800000000000000000000","3800000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626435145,NA,"0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65",1,0,"0","216.069277401309941732","29709760220386362037","6419366422585064048925","6419366422585064048925","0","29709760220386362037","6419366422585064048925","6419366422585064048925","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626427445,NA,"0x8da90e9c112fec6d583a39bb917820a7624151a4",1,0,"0","891.395255829051463711","1243556091140543487","1108500000000000000000","1108500000000000000000","0","1243556091140543487","1108500000000000000000","1108500000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626410569,NA,"0x52bae4a9fc56302dab0af349e6c94406f043176b",1,0,"0","889.524379693851733821","562098140775057083","500000000000000000000","500000000000000000000","0","562098140775057083","500000000000000000000","500000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,3,3,0,3,1626371099,NA,"0x6fb8479a3bbb7a4ed8395af47916d9a51b7ba038",3,0,"0","957.966128009013970634","3262119514073878978","3125000000000000000000","3125000000000000000000","0","3262119514073878978","3125000000000000000000","3125000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626342728,NA,"0xfc7eec01e54c8ef105845f78a304261c8dc988ac",1,0,"0","270.694595109081965062","92355002470314321744","25000000000000000000000","25000000000000000000000","0","92355002470314321744","25000000000000000000000","25000000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626304613,NA,"0xe8d848debb3a3e12aa815b15900c8e020b863f31",1,0,"0","338.077527425790391231","58630621675344320592","19821695607437360120537","19821695607437360120537","0","58630621675344320592","19821695607437360120537","19821695607437360120537","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,2,2,0,3,1626288998,NA,"0x2c38a9121f8cd711d9b763a91e056351f284acda",3,0,"0","218.002745425135949305","917419638959004534","200000000000000000000","300000000000000000000","128498941385163430279","917419638959004534","200000000000000000000","300000000000000000000","128498941385163430279","0",2021-07-21,"2021-07-21 02:00:05"
NA,3,3,0,3,1626285145,NA,"0xf0fbfdcc322893f9d6e9c661ece8ac8e953c8a07",3,0,"0","316.125199627026161006","95249054185461960427","30000000000000000000000","30000000000000000000000","0","94899109705252492569","30000000000000000000000","30000000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,2,1626284222,NA,"0xedc6bdea8df98a4e941dfd861b19ac4db8c5238f",2,0,"0","183.379723790096035055","1090633118353522093","200000000000000000000","400000000000000000000","285183593733633662413","1090633118353522093","200000000000000000000","400000000000000000000","285183593733633662413","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,2,1626283370,NA,"0x309dec25b8b3996adc80ec9ecdeb17a47a173130",2,0,"0","111.856961191357619595","893998897654000264","100000000000000000000","200000000000000000000","1336884572897614019089","893998897654000264","100000000000000000000","200000000000000000000","1336884572897614019089","0",2021-07-21,"2021-07-21 02:00:05"
NA,0,0,0,1,1626280446,NA,"0xfd898eb4e23b72651aebb19d40bc22fae658ba40",1,0,"0","0","0","0","3000000000000000000000","3021700765970993432361","0","0","3000000000000000000000","3021700765970993432361","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626256760,NA,"0xca4fe3b7150f5e0dc77cf920f4d577e31e854552",1,0,"0","230.147444052203453392","999359349599511480","230000000000000000000","230000000000000000000","0","999359349599511480","230000000000000000000","230000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626255722,NA,"0x45727f79a030a0cdd5c588f7670215e6f9378530",1,0,"0","611.303458782081478249","516928205558621304","316000000000000000000","316000000000000000000","0","516928205558621304","316000000000000000000","316000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626250329,NA,"0x9e74320049a33627f16ff66082bf93e6831a21cb",1,0,"0","331.245579506248490444","2094128734064703869","685000000000000000000","685000000000000000000","0","2067952124888895071","685000000000000000000","685000000000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,3,1626244073,NA,"0x520f7445286cc4140be54e9fbfe8aa80a2b3f60e",3,0,"0","168.32284327378574738","162055721781198816305","26600000000000000000000","77200000000000000000000","49291124999999999999994","158029649943197158224.0391931626056","26599999999999999999843.71852618132","77200000000000000000000","49291124999999999999994","0",2021-07-21,"2021-07-21 02:00:05"
NA,2,2,0,2,1626243480,NA,"0x335fbfe1c7b72e3e3237402b843a7668bce39d16",2,0,"0","124.156949613028712553","12591257653064551732","1563292141996197711579.898516293505","2024390527288724880184","964390527288724880184","12591257653064551732","1563292141996197711579.898516293505","2024390527288724880184","964390527288724880184","0",2021-07-21,"2021-07-21 02:00:05"
NA,6,6,0,7,1626238162,NA,"0x6f4f075ecf7a739067ed2e0645446fb1ce20e621",7,0,"0","326.14119108838133722","7211710467014559040","2350000000000000000000","2450000000000000000000","97499999999999999983","7205468257958164751","2350000000000000000000","2450000000000000000000","97499999999999999983","0",2021-07-21,"2021-07-21 02:00:05"
NA,0,0,0,1,1626235711,NA,"0x86a26f13733800d8f24ad62cf8c9b90ff365b46f",1,0,"0","0","0","0","278000000000000000000","271049999999999999951","0","0","278000000000000000000","271049999999999999951","0",2021-07-21,"2021-07-21 02:00:05"
NA,1,1,0,1,1626223834,NA,"0x7c84402f1231855bef6fae780c9a13d77afc1c44",1,0,"0","809.557413172730052205","509195016057553806","412222600000000000000","412222600000000000000","0","509195016057553806","412222600000000000000","412222600000000000000","0","0",2021-07-21,"2021-07-21 02:00:05"
